id,city,country,latitude,longitude,fqdn,ipv6,measurement_id
6658,Oulu,Finland,65.0115,25.4695,fi-oul-as20904.anchors.atlas.ripe.net,2a00:1a58:0:f247::2,23209513
6734,Tuusula,Finland,60.3395,25.0285,fi-tuu-as24940-client.anchors.atlas.ripe.net,2a01:4f9:c010:5feb::1,23913352
6740,Reykjavík,Iceland,64.1475,-21.9105,is-rey-as1850.anchors.atlas.ripe.net,2001:67c:6c:d59::17,23964316
6965,Dublin,Ireland,53.3295,-6.3695,ie-dub-as1213.anchors.atlas.ripe.net,2001:770:1c:11::c101:c98c,29539108
7210,Cork,Ireland,51.8975,-8.5125,ie-ork-as42953.anchors.atlas.ripe.net,2a03:ac1:1:341::4,53141129
6198,Riga,Latvia,56.9515,24.1115,lv-rix-as52048.anchors.atlas.ripe.net,2a02:4840:2:219::225,3917122
6245,Vilnius,Lithuania,54.6995,25.2595,lt-vno-as21412.anchors.atlas.ripe.net,2a00:7600:0:eeee::1f,6976176
6942,Siauliai,Lithuania,55.9185,23.2895,lt-sqq-as16125.anchors.atlas.ripe.net,2a02:ae00:0:1::3,29226880
6269,Oslo,Norway,59.9415,10.8305,no-osl-as57963.anchors.atlas.ripe.net,2a00:c440:1337:6e52::2,7969763
6864,Stjørdal,Norway,63.4595,10.9805,no-stj-as49271.anchors.atlas.ripe.net,2001:678:dd0::54,27216507
7171,Førde,Norway,61.4475,5.8505,no-fde-as35132.anchors.atlas.ripe.net,2a02:1660:4000:2a::2,48876259
7173,Bodø,Norway,67.2785,14.4605,no-boo-as29695-client.anchors.atlas.ripe.net,2a00:e08:4000:12ef::2,49130794
6049,Stockholm,Sweden,59.3315,18.0595,se-sto-as8674.anchors.atlas.ripe.net,2a01:3f0:0:60::5,1589865
6350,Malmö,Sweden,55.5975,13.0395,se-mma-as39351.anchors.atlas.ripe.net,2a03:1b20:1:f303::2:1,11700668
6441,Lund,Sweden,55.6875,13.2095,se-lud-as60396.anchors.atlas.ripe.net,2001:67c:2e74:1::21,18188383
6536,Boden,Sweden,65.8105,21.6785,se-bod-as200675.anchors.atlas.ripe.net,2a05:3400:100:1::180,20840385
7084,Linköping,Sweden,58.3895,15.5815,se-lpi-as1257-client.anchors.atlas.ripe.net,2001:6f0:a009::3,39875601
7130,Grillby,Sweden,59.6275,17.2485,se-gr5-as210422.anchors.atlas.ripe.net,2a12:9f85:0:2::a,44180446
6382,Slough,United Kingdom of Great Britain and Northern Ireland,51.5085,-0.5985,uk-slo-as5607.anchors.atlas.ripe.net,2a02:c7a:6:1::1,15556040
6423,Manchester,United Kingdom of Great Britain and Northern Ireland,53.4685,-2.2915,uk-mnc-as41000.anchors.atlas.ripe.net,2a00:b980:2:4::13d4:d9d9,17575886
6446,London,United Kingdom of Great Britain and Northern Ireland,51.5205,-0.1005,uk-lon-as36236.anchors.atlas.ripe.net,2a00:dd80:9:50::2,18366040
6501,Bournemouth,United Kingdom of Great Britain and Northern Ireland,50.7175,-1.8925,uk-boh-as196745.anchors.atlas.ripe.net,2a00:b340:30:1::10,19583932
