id,anchor_id,city,country,latitude,longitude,fqdn,ipv4,measurement_id
6609,1870,Milton Keynes,United Kingdom of Great Britain and Northern Ireland,52.0415,-0.8225,uk-mik-as45014.anchors.atlas.ripe.net,185.184.236.30,22782578
6647,1848,Reading,United Kingdom of Great Britain and Northern Ireland,51.4305,-0.9805,uk-rdn-as199610.anchors.atlas.ripe.net,5.62.127.14,23167743
6695,1915,Didcot,United Kingdom of Great Britain and Northern Ireland,51.5195,-0.6185,uk-did-as786.anchors.atlas.ripe.net,194.81.236.229,23720871
6716,2067,Bolton,United Kingdom of Great Britain and Northern Ireland,53.5805,-2.4425,uk-blt-as25376.anchors.atlas.ripe.net,82.148.224.6,23795656
7021,2847,Nottingham,United Kingdom of Great Britain and Northern Ireland,52.9875,-1.1715,uk-ntg-as206062.anchors.atlas.ripe.net,185.194.168.88,31569156
7125,3153,Leeds,United Kingdom of Great Britain and Northern Ireland,53.7895,-1.5415,uk-lba-as33920.anchors.atlas.ripe.net,141.170.22.14,43482561
7174,3320,Peterborough,United Kingdom of Great Britain and Northern Ireland,52.5495,-0.3895,uk-pet-as48070.anchors.atlas.ripe.net,94.126.239.59,49283496
7254,3463,Coventry,United Kingdom of Great Britain and Northern Ireland,52.3995,-1.5805,uk-cvt-as142594.anchors.atlas.ripe.net,103.170.154.254,58401247
7359,3451,Chesham,United Kingdom of Great Britain and Northern Ireland,51.7015,-0.6105,uk-csh-as201115.anchors.atlas.ripe.net,45.157.175.37,73097014
6295,1029,Tirana,Albania,41.3195,19.8215,al-tia-as42409.anchors.atlas.ripe.net,194.1.149.210,9229274
6366,1359,Sarajevo,Bosnia and Herzegovina,43.8605,18.4005,ba-sjj-as8670.anchors.atlas.ripe.net,195.130.61.208,14412698
6654,1562,Zenica,Bosnia and Herzegovina,44.1995,17.8995,ba-zca-as9146.anchors.atlas.ripe.net,80.65.65.220,23184706
6327,1206,Zagreb,Croatia,45.7905,15.9685,hr-zag-as2108.anchors.atlas.ripe.net,161.53.251.28,10579564
6297,1020,Heraklion,Greece,35.3105,25.0715,gr-her-as8522.anchors.atlas.ripe.net,139.91.68.3,9237284
6741,2109,Athens,Greece,38.0775,23.6995,gr-ath-as56457.anchors.atlas.ripe.net,176.119.210.244,23964840
7280,3608,Lamia,Greece,38.8975,22.4315,gr-lam-as211186.anchors.atlas.ripe.net,185.14.96.232,63028205
6094,394,Milan,Italy,45.4795,9.1015,it-mil-as16004.anchors.atlas.ripe.net,217.29.76.27,1791292
6235,928,Rome,Italy,41.8995,12.5085,it-rom-as24796.anchors.atlas.ripe.net,193.201.40.210,6937687
6316,1120,Torino,Italy,45.0905,7.6575,it-trn-as12779.anchors.atlas.ripe.net,213.212.129.68,10206810
6424,1488,Meran,Italy,46.4995,11.3485,it-men-as50178.anchors.atlas.ripe.net,185.161.192.39,17605579
6435,1462,ROZZANO,Italy,45.3795,9.1585,it-rzo-as35574.anchors.atlas.ripe.net,194.187.174.6,17996320
6496,1367,San Benedetto del Tronto,Italy,42.9405,13.8815,it-sdb-as59715.anchors.atlas.ripe.net,185.5.201.10,19377737
6509,1633,Arezzo,Italy,43.4615,11.8375,it-are-as31034.anchors.atlas.ripe.net,31.14.143.132,19850040
6675,1991,Piacenza,Italy,45.0495,9.7405,it-pcz-as201333.anchors.atlas.ripe.net,185.78.49.100,23499681
6762,2158,Palermo,Italy,38.1185,13.3605,it-pmo-as41327.anchors.atlas.ripe.net,185.157.231.49,24472331
6961,2200,Battipaglia,Italy,40.5875,14.9805,it-bat-as199181.anchors.atlas.ripe.net,5.158.64.189,29492562
7085,3067,Bolzano,Italy,46.4795,11.3315,it-bzo-as49088.anchors.atlas.ripe.net,185.144.72.8,40071799
7110,3144,Pescara,Italy,42.4375,14.1975,it-psr-as21034.anchors.atlas.ripe.net,195.32.69.197,41920946
7181,3323,Trieste,Italy,45.7075,13.7315,it-trs-as204471.anchors.atlas.ripe.net,77.37.29.7,50181683
7295,3653,Carini,Italy,38.1695,13.2215,it-rni-as34428.anchors.atlas.ripe.net,185.249.157.253,64563533
7212,3410,Gevgelija,North Macedonia,41.1485,22.4975,mk-gvl-as211450.anchors.atlas.ripe.net,95.86.44.5,53163835
7244,3495,Skopje,North Macedonia,42.0095,21.3795,mk-skp-as34547.anchors.atlas.ripe.net,146.255.64.30,57669393
6328,1203,Lisboa,Portugal,38.7915,-9.1215,pt-lis-as62416.anchors.atlas.ripe.net,185.32.189.249,10590227
6438,1500,Belgrade,Serbia,44.8015,20.4585,rs-beg-as51859.anchors.atlas.ripe.net,87.237.203.50,18085286
7213,3417,Nis,Serbia,43.3185,21.8875,rs-ini-as13303.anchors.atlas.ripe.net,160.99.1.254,53329834
6541,1705,Ljubljana,Slovenia,46.0775,14.4895,si-lju-as42207.anchors.atlas.ripe.net,185.206.184.74,21049932
6352,1227,Barcelona,Spain,41.3885,2.1095,es-bcn-as13041.anchors.atlas.ripe.net,84.88.18.254,11863561
6604,1866,Madrid,Spain,40.4895,-3.6925,es-mad-as15954.anchors.atlas.ripe.net,31.47.76.181,22726786
6687,1827,Murcia,Spain,37.9905,-1.1285,es-mjv-as39069.anchors.atlas.ripe.net,147.84.200.125,23607782
7086,3054,Alcalá de Henares,Spain,40.5105,-3.3385,es-acl-as15699.anchors.atlas.ripe.net,37.46.78.66,40076467
7089,3056,Cerdanyola del Vallès,Spain,41.4915,2.1215,es-crd-as15699.anchors.atlas.ripe.net,94.24.115.154,40182736
6042,335,Vienna,Austria,48.2085,16.3695,at-vie-as1120.anchors.atlas.ripe.net,193.171.255.2,1437285
6120,393,Klagenfurt,Austria,46.6175,14.3185,at-klu-as42473.anchors.atlas.ripe.net,178.255.156.202,1962548
6360,1138,Salzburg,Austria,47.8175,13.0405,at-szg-as39878.anchors.atlas.ripe.net,91.135.161.162,12624783
6476,1370,Feldkirch,Austria,47.2705,9.6105,at-fkt-as48362.anchors.atlas.ripe.net,94.199.170.201,18840705
6686,2020,Wels,Austria,48.1705,14.0415,at-wsl-as21013.anchors.atlas.ripe.net,195.190.26.29,23606086
6959,2762,Hall in Tirol,Austria,47.2815,11.4995,at-hit-as34347.anchors.atlas.ripe.net,80.92.124.145,29416108
7083,1273,Innsbruck,Austria,47.2685,11.4315,at-inn-as31510.anchors.atlas.ripe.net,83.175.125.178,39587018
6635,1842,Leuven,Belgium,50.8495,4.7185,be-leu-as39923.anchors.atlas.ripe.net,185.111.204.121,23120739
6737,1841,Zaventem,Belgium,50.8805,4.4985,be-zav-as39923.anchors.atlas.ripe.net,109.68.162.233,23957223
6937,2337,Louvain-la-Neuve,Belgium,50.6705,4.6085,be-lln-as2611-client.anchors.atlas.ripe.net,130.104.228.159,29135717
7005,2819,Bruxelles,Belgium,50.8195,4.3675,be-bru-as204059.anchors.atlas.ripe.net,80.67.181.29,30523744
7101,3097,Antwerp,Belgium,51.1775,4.4175,be-anr-as2611-client.anchors.atlas.ripe.net,143.129.80.132,41386078
6025,278,Strasbourg,France,48.5795,7.7485,fr-sxb-as8839.anchors.atlas.ripe.net,213.225.160.239,1042404
6043,291,Prévessin-Moëns,France,46.2285,6.0495,fr-prm-as513.anchors.atlas.ripe.net,192.65.184.54,1442071
6320,990,Bordeaux,France,44.8575,-0.5615,fr-bod-as198985.anchors.atlas.ripe.net,185.233.100.99,10404698
6333,1228,Paris,France,48.8585,2.3785,fr-par-as20766.anchors.atlas.ripe.net,80.67.163.251,10891335
6384,1380,Cesson- Sevigne,France,48.1195,-1.6285,fr-cv7-as52039.anchors.atlas.ripe.net,185.150.253.30,15678992
6395,1353,Toulouse,France,43.5395,1.5215,fr-tls-as39534.anchors.atlas.ripe.net,185.151.70.11,16013293
6430,1499,Lyon,France,45.8075,4.7685,fr-lio-as41405.anchors.atlas.ripe.net,91.223.159.7,17796721
6443,1379,Maxeville,France,48.6985,6.1395,fr-max-as16347.anchors.atlas.ripe.net,212.51.187.100,18279701
6494,1612,Rennes,France,48.1095,-1.6385,fr-rns-as204092.anchors.atlas.ripe.net,80.67.190.218,19299324
6513,1654,Nanterre,France,48.8885,2.2075,fr-nan-as62000.anchors.atlas.ripe.net,149.91.83.251,19948894
6648,1470,Vitry-sur-Seine,France,48.7715,2.3795,fr-vty-as209523.anchors.atlas.ripe.net,185.97.141.2,23168777
6696,2019,Gravelines,France,51.0205,2.1615,fr-grv-as16276.anchors.atlas.ripe.net,145.239.14.84,23723903
6717,1756,Villeurbanne,France,45.7605,4.8975,fr-vbn-as39180.anchors.atlas.ripe.net,81.18.177.166,23798598
6728,2085,Ivry sur Seine,France,48.8215,2.3985,fr-ivs-as34019.anchors.atlas.ripe.net,193.17.192.164,23876804
6736,2097,Trevoux,France,45.9405,4.7285,fr-trx-as209097.anchors.atlas.ripe.net,5.182.144.161,23928698
6823,2065,Roubaix,France,50.6885,3.1785,fr-rou-as16276-client.anchors.atlas.ripe.net,54.37.106.211,26287683
6873,2304,Brest,France,48.3585,-4.5695,fr-bes-as2200-client.anchors.atlas.ripe.net,193.50.97.164,27337918
6921,1431,Saint Denis,France,48.9275,2.3485,fr-ysd-as203476-2.anchors.atlas.ripe.net,92.243.9.77,28422766
6949,2759,Croissy-Beaubourg,France,48.8315,2.6595,fr-cbg-as212972.anchors.atlas.ripe.net,44.151.129.253,29323132
7042,2858,Aubervilliers,France,48.9085,2.3695,fr-avs-as24776.anchors.atlas.ripe.net,217.25.179.62,33008006
7048,2957,Nancy,France,48.7015,6.1395,fr-enc-as16347-client.anchors.atlas.ripe.net,91.234.194.103,34500475
7071,3022,Reims,France,49.2275,4.0305,fr-rhe-as21409.anchors.atlas.ripe.net,80.93.87.194,38827715
7122,2937,Gif-sur-Yvette,France,48.7085,2.1585,fr-gfy-as204515.anchors.atlas.ripe.net,185.230.79.16,42717439
7136,3128,Grenoble,France,45.2105,5.6885,fr-gnb-as1942-client.anchors.atlas.ripe.net,193.49.43.151,45259743
7286,3633,Velizy-Vilacoublay,France,48.7905,2.2115,fr-vzu-as209428.anchors.atlas.ripe.net,91.206.229.135,63477662
7293,3053,MARSEILLE,France,43.2885,5.5015,fr-mrs-as211997.anchors.atlas.ripe.net,185.233.32.213,64348795
6213,746,Düsseldorf,Germany,51.2285,6.7675,de-dus-as12676.anchors.atlas.ripe.net,213.9.97.164,4480005
6239,912,Hamburg,Germany,53.5515,10.0485,de-ham-as12731.anchors.atlas.ripe.net,213.128.137.33,6952194
6246,952,Berlin,Germany,52.5005,13.3695,de-ber-as25291.anchors.atlas.ripe.net,37.44.1.36,7006241
6250,931,Karlsruhe,Germany,48.9975,8.3895,de-kae-as8560.anchors.atlas.ripe.net,212.227.112.66,7708588
6272,1001,Grünwald,Germany,48.0585,11.5605,de-gud-as206549.anchors.atlas.ripe.net,185.181.224.13,7990090
6313,1154,Frankfurt am Main,Germany,50.1285,8.5975,de-fra-as203329.anchors.atlas.ripe.net,185.138.143.34,10103385
6332,1215,Nuremberg,Germany,49.4485,11.0085,de-rgm-as24940.anchors.atlas.ripe.net,88.198.173.54,10696140
6336,1217,Mainz,Germany,49.9905,8.2385,de-mai-as2857.anchors.atlas.ripe.net,217.198.242.227,11445096
6346,1242,Magdeburg,Germany,52.1405,11.6395,de-mag-as680.anchors.atlas.ripe.net,141.44.3.252,11659196
6357,1299,Dortmund,Germany,51.5205,7.4895,de-dtm-as39138.anchors.atlas.ripe.net,31.172.2.253,12292596
6372,1238,Neubiberg,Germany,48.0785,11.6505,de-nib-as680.anchors.atlas.ripe.net,137.193.69.236,14909398
6385,1361,Mannheim,Germany,49.5095,8.5315,de-mhg-as21473.anchors.atlas.ripe.net,93.190.252.148,15688938
6387,1360,Mutterstadt,Germany,49.4305,8.3615,de-mdt-as15945.anchors.atlas.ripe.net,213.206.174.172,15708032
6396,1430,Munchen,Germany,48.1405,11.5315,de-muc-as5539.anchors.atlas.ripe.net,195.30.70.33,16423072
6439,1403,Frankfurt,Germany,50.1015,8.5885,de-ffo-as55002.anchors.atlas.ripe.net,107.162.218.5,18114639
6531,1712,Bremen,Germany,53.0775,8.7685,de-bre-as50629.anchors.atlas.ripe.net,31.209.92.235,20746251
6548,1747,Stuttgart,Germany,48.7115,9.1695,de-str-as12374.anchors.atlas.ripe.net,212.9.170.190,21321287
6550,1597,Espelkamp,Germany,52.3775,8.6195,de-esp-as15817.anchors.atlas.ripe.net,37.202.7.126,21450572
6558,1785,Offenbach,Germany,50.1115,8.7395,de-off-as25220.anchors.atlas.ripe.net,85.197.82.113,21829888
6576,1809,Remscheid,Germany,51.1905,7.2305,de-red-as60316.anchors.atlas.ripe.net,185.33.216.12,22293361
6679,1814,Fulda,Germany,50.5615,9.6805,de-ful-as8319.anchors.atlas.ripe.net,195.158.60.23,23524865
6715,2062,Limburg an der Lahn,Germany,50.3995,8.0775,de-lml-as16276.anchors.atlas.ripe.net,51.89.117.81,23793553
6761,2148,Furtwangen,Germany,48.0475,8.2105,de-fwn-as553-client.anchors.atlas.ripe.net,141.28.230.229,24449413
6787,2061,Wolfsburg,Germany,52.4305,10.7915,de-wob-as9136.anchors.atlas.ripe.net,62.176.249.60,25219108
6789,2209,Hassfurt,Germany,50.0315,10.5215,de-has-as44973.anchors.atlas.ripe.net,93.88.225.55,25228299
6799,1864,Nürnberg,Germany,49.4515,11.0815,de-nue-as197540.anchors.atlas.ripe.net,45.83.105.192,25544144
6812,2291,Garching bei München,Germany,48.2585,11.6675,de-gbm-as56357.anchors.atlas.ripe.net,185.86.232.132,25904001
6813,2270,Ettlingen,Germany,48.9485,8.3875,de-ett-as202040.anchors.atlas.ripe.net,193.141.27.220,25910849
6824,2336,Dresden,Germany,51.0395,13.7285,de-drs-as42699.anchors.atlas.ripe.net,77.220.233.1,26290607
6826,2341,Rheine,Germany,52.3105,7.4385,de-rhe-as42184.anchors.atlas.ripe.net,91.190.224.98,26294752
6838,2303,Erlangen,Germany,49.5715,11.0285,de-erl-as680-client.anchors.atlas.ripe.net,192.44.83.3,26623453
6858,2397,Saarbrücken,Germany,49.2615,7.0395,de-scn-as680-client.anchors.atlas.ripe.net,139.19.117.65,27173389
6869,2356,Falkenstein,Germany,50.4815,12.3305,de-fks-as213392.anchors.atlas.ripe.net,45.86.126.73,27268741
6922,2515,Göttingen,Germany,51.5485,9.9285,de-goe-as39835.anchors.atlas.ripe.net,81.20.112.23,28635133
7006,2813,Aachen,Germany,50.7805,6.1275,de-aah-as34953.anchors.atlas.ripe.net,5.145.135.67,30622281
7012,2794,Kiel,Germany,54.3185,10.1175,de-kel-as13101.anchors.atlas.ripe.net,213.158.113.5,30855071
7022,2826,Tangstedt,Germany,53.7385,10.0785,de-57x-as200567.anchors.atlas.ripe.net,185.70.144.118,31579852
7034,2306,Calw,Germany,48.7095,8.7385,de-cal-as39702.anchors.atlas.ripe.net,89.106.219.238,32294625
7054,2972,Kempten,Germany,47.7595,10.3195,de-uwg-as12931.anchors.atlas.ripe.net,213.182.2.254,34679597
7096,3041,Bautzen,Germany,51.1905,14.3515,de-bau-as47295.anchors.atlas.ripe.net,93.90.135.201,41340315
7151,3234,Herford,Germany,52.1175,8.6495,de-hrd-as8879.anchors.atlas.ripe.net,212.62.68.29,46900705
7152,3249,Münster,Germany,51.9585,7.6395,de-mun-as12437.anchors.atlas.ripe.net,212.101.201.29,46950157
7208,3393,Ludwigshafen am Rhein,Germany,49.4915,8.4175,de-lwr-as9022-client.anchors.atlas.ripe.net,188.94.96.182,52509024
7279,3299,Leipzig,Germany,51.3715,12.4705,de-lej-as200297.anchors.atlas.ripe.net,194.5.240.16,62913861
7304,3660,Luebeck,Germany,53.8695,10.6775,de-lbc-as29505.anchors.atlas.ripe.net,85.233.1.54,66031678
7354,2549,Spelle,Germany,52.3495,7.4795,de-sle-as204989.anchors.atlas.ripe.net,185.104.160.214,70877148
6249,939,Esch-sur-Alzette,Luxembourg,49.5015,5.9495,lu-ezt-as2602.anchors.atlas.ripe.net,158.64.14.122,7707774
6518,1219,Bettembourg,Luxembourg,49.5115,6.1075,lu-bet-as51405.anchors.atlas.ripe.net,46.29.176.71,20353528
6642,1948,Luxembourg,Luxembourg,49.5785,6.1095,lu-lux-as199524.anchors.atlas.ripe.net,92.223.105.240,23154956
7033,2822,Contern,Luxembourg,49.5785,6.2285,lu-ctn-as9008.anchors.atlas.ripe.net,85.93.215.82,32288060
6082,414,Amsterdam,Netherlands (Kingdom of the),52.3485,4.8315,nl-ams-as12041.anchors.atlas.ripe.net,199.10.66.231,1769336
6237,932,Ede,Netherlands (Kingdom of the),52.0305,5.6185,nl-ede-as12859.anchors.atlas.ripe.net,213.136.12.209,6943119
6267,947,Veendam,Netherlands (Kingdom of the),53.1105,6.8805,nl-vdm-as49784.anchors.atlas.ripe.net,46.244.63.73,7931629
6342,1245,Apeldoorn,Netherlands (Kingdom of the),52.2485,5.9995,nl-ape-as203993.anchors.atlas.ripe.net,185.54.92.70,11583528
6374,1381,Capelle aan den IJssel,Netherlands (Kingdom of the),51.9095,4.5505,nl-cpi-as43350.anchors.atlas.ripe.net,37.143.33.15,15254153
6511,1655,Harderwijk,Netherlands (Kingdom of the),52.3575,5.6375,nl-hrd-as34612.anchors.atlas.ripe.net,91.215.150.218,19926314
6514,1640,Rotterdam,Netherlands (Kingdom of the),51.9195,4.4675,nl-rtm-as24586.anchors.atlas.ripe.net,46.22.180.61,19952708
6630,1714,Enschede,Netherlands (Kingdom of the),52.2175,6.8585,nl-ens-as42093.anchors.atlas.ripe.net,178.251.24.49,23080935
6632,1850,The Hague,Netherlands (Kingdom of the),52.1085,4.3285,nl-hag-as1103-client.anchors.atlas.ripe.net,195.169.128.156,23103490
6655,1962,Haarlem,Netherlands (Kingdom of the),52.3895,4.6595,nl-haa-as60781-client.anchors.atlas.ripe.net,185.51.192.48,23190015
6863,2368,Dronten,Netherlands (Kingdom of the),52.5385,5.7005,nl-dro-as12414.anchors.atlas.ripe.net,87.195.79.82,27211633
6877,1907,Steenbergen,Netherlands (Kingdom of the),51.5905,4.3105,nl-ste-as208725.anchors.atlas.ripe.net,45.87.76.6,27708731
7003,2816,Arnhem,Netherlands (Kingdom of the),51.9885,5.9275,nl-arn-as39636.anchors.atlas.ripe.net,195.246.236.1,30425619
