,Cities,Latency,GeodesicDistance,GCD,GCDPredic,GeodesicPredic,Error Percent
217,"('6257', '6080')",19.198965,0.6665667500696064,883.7377695156462,17.85988375927956,18.384369295202003,4.2429146821091575
218,"('6257', '6101')",30.297041,1.2159382996370047,1662.9319141607693,33.60699486996609,33.536414377663355,10.69204539698565
219,"('6257', '6208')",40.938851,1.1988373014542897,1663.1836934862824,33.612083200058755,33.06475708921508,19.23379312913526
220,"('6257', '6222')",53.291849,1.3704182925762871,2027.7009339881,40.97878831121848,37.79707880267315,29.075309804557264
221,"('6257', '6257')",0.109719,0.0,0.0,0.0,0.0,100.0
222,"('6257', '6274')",62.343787,1.803840182088588,2410.2139828343275,48.70917941190154,49.75115253435313,20.198699937247746
223,"('6257', '6280')",14.128421,0.4127510971784735,667.1426561857271,13.482608417726048,11.383959065969718,19.42511434243276
224,"('6257', '6287')",26.995669,0.8242970240554601,1082.3027787071956,21.872780011031942,22.734678706354778,15.783977398912477
225,"('6257', '6373')",0.251897,0.0,23.816746659111107,0.48132414561059816,0.0,100.0
226,"('6257', '6379')",46.838919,0.8480046351808396,1438.4657267465354,29.070649187576528,23.388550922438917,50.06598909244913
